BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate,BALicenceEligibilityType,BALicenceEligibiltyDesc,BAAbbreviatedName
A670,KNIEBEL ADVENTURE & SERVICES INC.,888 4 AVE SW SUITE 601    CALGARY AB CA T2P 0V2,403-265-3510,ACTIVE,2022-05-20,,,,01,Not Eligible,
A671,GOD'S LAKE RESOURCES INC.,212-73 Richmond St W    Toronto ON CA M5H 4E8,999-999-9999,STRUCK,2014-11-02,,,,01,Not Eligible,
A672,THE ARIADNE CORPORATION,GOWLING LAFLEUR HENDERSON LLP 421 7 AVE SW SUITE 1600   CALGARY AB CA T2P 4K9,403-298-1814,ACTIVE,1999-09-02,,,,01,Not Eligible,
A673,1621230 ALBERTA LTD.,920-2424 4 St SW    Calgary AB CA T2S 2T4,403-807-7463,STRUCK,2025-01-02,,,,01,Not Eligible,
A674,1659727 ALBERTA LTD.,2000-250 6 Ave SW    Calgary AB CA T2P 3H7,403-532-7447,AMALGAMATED,2012-03-15,A66A,CRETACEOUS OILSANDS HOLDINGS LIMITED,2012-06-30,01,Not Eligible,1659727 Alta Ltd
A675,SILVERWILLOW ENERGY CORPORATION,808 4 AVE SW SUITE 815    CALGARY AB CA T2P 3E8,403-538-7030,AMALGAMATED,2015-08-28,A76L,1985822 ALBERTA INC.,2015-12-31,01,Not Eligible,SilverWillow
A676,PIKA RESOURCES LTD.,38 Wildwood Dr SW    Calgary AB CA T3C 3C5,403-992-3911,ACTIVE,1998-12-15,,,,01,Not Eligible,
A677,LOOTS HENDRIK LOUIS,202-811 Manning Rd NE    Calgary AB CA T2E 7L4,403-531-9520 Ext 106,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A678,ROBERT A. SPEIDEL PROFESSIONAL CORPORATION,11442 142 St NW    Edmonton AB CA T5M 1V1,780-491-0000,ACTIVE,1978-11-14,,,,01,Not Eligible,
A679,PTERAGEN CANADA INC.,1000-888 3 St SW    Calgary AB CA T2P 5C5,403-444-5481,ACTIVE,2005-03-04,,,,01,Not Eligible,
A67A,1647456 ALBERTA LTD.,207 9 AVE SW SUITE 200 PO BOX 1450 STATION M   CALGARY AB CA T2P 2L6,999-999-9999,ACTIVE,2011-12-19,,,,01,Not Eligible,
A67B,LOGIC ENERGY LTD.,1505-777 8 Ave SW    Calgary AB CA T2P 3R5,403-452-8320,ACTIVE,2012-02-02,,,,02,General Eligibility,LOGIC ENERGY
A67C,KURATA LUCIEN A,5005 50 AVE SUITE 201    RED DEER AB CA T4N 4B2,403-340-3737,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A67D,CROSSWIND ENERGY INC.,2800-715 5 Ave SW    Calgary AB CA T2P 2X6,403-993-2670,STRUCK,2018-01-02,,,,01,Not Eligible,crosswind
A67E,DS OIL LIMITED,128 Wentworth Lane SW    Calgary AB CA T3H 0E1,403-680-8774,ACTIVE,2010-05-31,,,,01,Not Eligible,
A67F,LONG FORTUNE PETROLEUM (SK) CORPORATION,2425 13 AVE SUITE 200    REGINA SK CA S4P 0W1,306-586-6889,NON REGISTERED,1900-01-01,,,,01,Not Eligible,Long Fortune Pet
A67G,NORTON ROSE FULBRIGHT CANADA LLP,3700-400 3 Ave SW    Calgary AB CA T2P 4H2,403-267-8222,ACTIVE,2010-04-08,,,,01,Not Eligible,
A67H,CLEAR ENERGY EXPLORATION INC.,4908 97 St NW    Edmonton AB CA T6E 5S1,780-990-9434,STRUCK,2014-08-02,,,,01,Not Eligible,CLEARENERGY
A67J,GASOIL FACILITY SOLUTIONS,455 Chaparral Ridge Cir SE    Calgary AB CA T2X 3Y1,403-993-3329,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A67K,MASKELL PLENZIK & PARTNERS ENGINEERING,206-610 70 Ave SE    Calgary AB CA T2H 2J6,403-509-2005,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A67L,DUNDURN CORP.,970-540 5 AVE SW    CALGARY AB CA T2P 0M2,403-650-2255,ACTIVE,2018-04-02,,,,01,Not Eligible,
A67M,BOREAS REGULATORY SOLUTIONS & ENERGY CONSULTING INC.,601-888 4 AVE SW    CALGARY AB CA T2P 0V2,403-801-3528,NON REGISTERED,2015-04-02,,,,01,Not Eligible,
A67N,"TIGER NATURAL GAS, INC.",1422 E 71 ST SUITE J    TULSA OK UM 74136-000,9184916998,NON REGISTERED,1900-01-01,,,,01,Not Eligible,Tiger Nat Gas 
A67P,ELLISBORO ENERGY LTD.,111 Citadel Grove NW    Calgary AB CA T3G 4G8,403-804-1026,ACTIVE,2012-01-26,,,,02,General Eligibility,ELLISBORO
A67R,OLDCASTLE BUILDINGENVELOPE CANADA INC.,3601 72 Ave SE    Calgary AB CA T2C 2K3,403-279-2544,AMALGAMATED,2021-03-08,A8L9,"OLDCASTLE BUILDING PRODUCTS CANADA, INC.",2021-08-31,01,Not Eligible,
A67T,1576089 ALBERTA LTD.,210-4838 Richard Rd SW    Calgary AB CA T3E 6L1,403-216-2657,AMALGAMATED,2012-04-23,A275,MIDWAY ENERGY LTD.,2012-07-31,01,Not Eligible,
A67W,STEPHEN & KLYM,250-237 8 Ave SE    Calgary AB CA T2G 5C3,403-531-3300,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A67X,WAYMAR ENERGY INC.,24100 Aspen Dr    Calgary AB CA T3R 1A5,403-990-5160,ACTIVE,1995-08-28,,,,01,Not Eligible,
A67Y,PANSTONE ENERGY INC.,609-888 4 Ave SW    Calgary AB CA T2P 0V2,403-984-2860 Ext 202,ACTIVE,2017-04-03,,,,01,Not Eligible,panstone
A67Z,BIG LAKE ENERGY LTD.,67 5 AVE E    VANCOUVER BC CA V5T 1G7,403-269-9550,STRUCK,2025-04-02,,,,03,Limited Eligibility,STRONGBOW
A680,FORGE PETROLEUM CORPORATION,1520-840 7 Ave SW    Calgary AB CA T2P 3G2,403-457-5000 Ext 112,AMALGAMATED,2014-10-01,A5BE,WHITECAP RESOURCES INC.,2015-01-31,01,Not Eligible,
A681,MUSTANG WELL SERVICES LTD.,PO BOX 1467    CAMROSE AB CA T4V 1X4,780-678-2000,STRUCK,2020-08-31,,,,01,Not Eligible,
A682,FJ RESOURCES LP,205 5 AVENUE SW SUITE 1600   CALGARY AB CA T2P 2V7,403-261-1859,ACTIVE,2012-01-16,,,,01,Not Eligible,
A683,"DOUGLAS, BRIAN",108 Oakland Pl SW    Calgary AB CA T2V 4M8,999-999-9999,ACTIVE,1900-01-01,,,,01,Not Eligible,
A684,WILDCAT ROYALTY CORPORATION,2110-555 4 Ave SW    Calgary AB CA T2P 3E7,403-532-8800,ACTIVE,2023-04-02,,,,02,General Eligibility,
A685,ALL ZONE ENERGY INC.,246 STEWART GREEN SW SUITE 2272    CALGARY AB CA T3H 3C8,403-589-0606,STRUCK,2015-10-22,,,,03,Limited Eligibility,AZE
A686,"IBERDROLA ENERGY SERVICES, LLC",20329 STATE HIGHWAY 249 SUITE 500   HOUSTON TX US 77070,503-796-7078,NON REGISTERED,1900-01-01,,,,01,Not Eligible,IberdrolaES
A687,IMPRIMERIES TRANSCONTINENTAL INC. TRANSCONTINENTAL PRINTING INC.,1 PLACE VILLE MARIE 3315    MONTREAL QC CA H3B 3N2,999-999-9999,ACTIVE,2012-03-14,,,,01,Not Eligible,
A688,CROWSNEST ENERGY INC.,238 ARTISTS VIEW WAY    CALGARY AB CA T3Z 3N1,403-290-1121,DISSOLUTION/DISSOLVED,2024-03-20,,,,01,Not Eligible,CROWSNEST
A689,GALILEO PETROLEUM LTD.,2600-144 4 Ave SW    Calgary AB CA T2P 3N4,403-514-8227,STRUCK,2021-05-13,,,,01,Not Eligible,
A68A,FREEHOLD ROYALTIES LTD.,1000-517 10 Ave SW    Calgary AB CA T2R 0A8,403-221-0800,ACTIVE,2011-01-01,,,,02,General Eligibility,FRLTD
A68B,CHARGER OIL & GAS INC.,3700-400 3 Ave SW    Calgary AB CA T2P 4H2,780-422-1734,AMALGAMATED,2012-03-07,A2Y4,CHARGER ENERGY CORP.,2012-06-30,01,Not Eligible,
A68C,AROWAY ENERGY INC.,1414 8 STREET SW SUITE 340    CALGARY AB CA T2R 1J6,403-269-6911,STRUCK,2024-11-05,,,,01,Not Eligible,
A68D,SUNRUNNER PETROLEUM CORP.,PO BOX 98    KOOTENAY BC CA V0B 1X0,999-999-9999,DISSOLUTION/DISSOLVED,2016-01-18,,,,01,Not Eligible,
A68E,SATL INC.,206 7 AVE SW SUITE 411    CALGARY AB CA T2P 0W7,403-244-2097,NON REGISTERED,2011-03-16,,,,01,Not Eligible,
A68F,ROCANDA ENTERPRISES LTD.,3-6309 43 St    Lloydminster AB CA T9V 2W9,647-208-3987,ACTIVE,1987-07-08,,,,01,Not Eligible,ROCANDA
A68G,SMITH + ANDERSEN (EDMONTON),4211 YONGE ST SUITE 500    TORONTO ON CA M2P 2A9,416-487-8151,ACTIVE,2011-05-09,,,,01,Not Eligible,
A68H,WARWICK GAS STORAGE LTD.,400-607 8 Ave SW    Calgary AB CA T2P 0A7,403-513-8600,ACTIVE,2012-03-08,,,,02,General Eligibility,1663902 AB LTD
A68J,1662623 ALBERTA LTD.,3200-605 5 Ave SW    Calgary AB CA T2P 3H5,403-269-4400,DISSOLUTION/DISSOLVED,2017-10-31,,,,01,Not Eligible,1662623 AB LTD
A68K,O'BYRNE RESOURCE MANAGEMENT LTD.,900-2424 4 St SW    Calgary AB CA T2S 2T4,403-265-9862,ACTIVE,2020-02-02,,,,01,Not Eligible,
A68L,ARMOR WELL SERVICING LTD.,PO BOX 1293    NISKU AB CA T9E 8A8,780-979-9922,ACTIVE,2009-03-31,,,,01,Not Eligible,
A68M,MONTROSE ENVIRONMENTAL SOLUTIONS CANADA INC.,200-214 11 Ave SW    Calgary AB CA T2R 0K1,403-237-0606,ACTIVE,1998-06-30,,,,01,Not Eligible,
A68N,SABLE NGL CANADA LTD.,605 5 AVE SW SUITE 2800    CALGARY AB CA T2P 3H5,403-508-5870,DISSOLUTION/DISSOLVED,2015-12-02,,,,01,Not Eligible,
A68P,CANLIN RESOURCES PARTNERSHIP,PO BOX 4335 STATION C   CALGARY AB CA T2T 5N2,403-296-8000,ACTIVE,2011-02-01,,,,01,Not Eligible,
A68R,HIGHVALE ENERGY LIMITED,717 7TH AVE SW SUITE 1610    CALGARY AB CA T2P 3H6,403-450-3713,ACTIVE,2012-02-16,,,,02,General Eligibility,NEW STAR
A68T,SCHNEIDER JOHN MICHEAL,3824 JET DR    RAPID CITY SD US 577090725,605-394-6545,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A68W,BLUEARTH RENEWABLES INC.,200-4723 1 St SW    Calgary AB CA T2G 4Y8,403-668-1575,AMALGAMATED,2019-11-19,A8AE,BLUEARTH RENEWABLES INC.,2020-02-29,01,Not Eligible,
A68X,NIKO RESOURCES LTD.,4600-400 3 Ave SW    Calgary AB CA T2P 4H2,403-262-1020,ACTIVE,1987-03-26,,,,03,Limited Eligibility,
A68Y,PEMBINA NGL CORPORATION,4000-585 8 Ave SW    Calgary AB CA T2P 1G1,403-817-7105,ACTIVE,2012-04-02,,,,02,General Eligibility,
A68Z,TREVOY LLP,10235 101 ST NW SUITE 516     EDMONTON AB CA T5J 3G1,780-425-1000,STRUCK,2014-04-09,,,,01,Not Eligible,
A690,CLEARWATER COAL LTD.,    CALGARY AB CA T2P 3G4,403-297-8311,STRUCK,1997-04-01,,,,01,Not Eligible,
A691,WILDHORSE OIL CORPORATION,PO BOX 338 STATION M    CALGARY AB CA T2P 2H9,587-435-5142,AMALGAMATED,2015-09-12,A6A7,CARDINAL ENERGY LTD.,2015-12-31,01,Not Eligible,1655748altaltd
A692,SCOTT STENBECK PROFESSIONAL CORPORATION,204-1741 Dunmore Rd SE    Medicine Hat AB CA T1A 1Z8,866-783-6232,ACTIVE,2011-06-04,,,,01,Not Eligible,
A693,DOWNTON'S TRANSPORT LTD.,4514 46 Ave    Lacombe AB CA T4L 2C6,403-782-1325,ACTIVE,1970-11-25,,,,01,Not Eligible,Downton's Trans.
A694,CIRRUS ENVIRONMENTAL SERVICES INC.,10-1916 30 Ave NE    Calgary AB CA T2E 7B2,403-291-6442 Ext 23,ACTIVE,1995-03-07,,,,01,Not Eligible,
A695,TEXALTA INDUSTRIES LTD.,PO BOX 5112    HIGH RIVER AB CA T1V 1M3,403-646-2622,AMALGAMATED,2019-06-27,A88N,CAMARICO CONSTRUCTION LTD.,2019-11-30,03,Limited Eligibility,TEXALTA
A696,RENEW BIOENERGY INC.,RR 1    Bentley AB CA T0C 0J0,403-748-2647,STRUCK,2017-03-02,,,,01,Not Eligible,
A697,HITIC ENERGY LTD.,218-404 6 Ave SW    Calgary AB CA T2P 0R9,403-500-6808,ACTIVE,2011-09-09,,,,02,General Eligibility,HEL
A698,BLACKBIRD ENERGY INC.,400-444 5 Ave SW    Calgary AB CA T2P 2T8,403-699-9929,AMALGAMATED,2019-01-04,A82B,PIPESTONE ENERGY CORP.,2019-04-30,01,Not Eligible,Blackbird
A699,SKYFIRE ENERGY INC.,4038 7 St SE    Calgary AB CA T2G 2Y8,403-251-0668,ACTIVE,2010-01-27,,,,01,Not Eligible,
A69A,ALLNORTH CONSULTANTS LIMITED,300-8 Manning Close NE    Calgary AB CA T2E 7N5,403-204-7930,STRUCK,2022-10-04,,,,01,Not Eligible,
A69B,TORQ TRANSLOADING INC.,1810-250 6 Ave SW    Calgary AB CA T2P 3H7,403-514-0956 Ext 209,ACTIVE,2011-06-22,,,,01,Not Eligible,
A69C,BLES GERARD,RR 2    Millet AB CA T0C 1Z0,780-387-4537,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A69D,DAVIDSON WELL DRILLING LIMITED,147 NORTH ST W    WINGHAM ON CA N0G 2W0,519-357-1960,STRUCK,2014-09-02,,,,01,Not Eligible,
A69E,SHACKLETON OIL INC.,1020-540 5 Ave SW    Calgary AB CA T2P 0M2,403-262-3363,ACTIVE,2012-03-26,,,,01,Not Eligible,SHACKLETONOIL
A69F,WARWICK HOLDINGS LP,3200-605 5 Ave SW    Calgary AB CA T2P 3H5,999-999-9999,ACTIVE,2012-03-08,,,,01,Not Eligible,
A69G,CANSTONE ENERGY LTD.,650-717 7 Ave SW    Calgary AB CA T2P 0Z3,403-750-2203,ACTIVE,2012-02-06,,,,02,General Eligibility,CANSTONE
A69H,WARWICK GAS STORAGE LP,3200-605 5 Ave SW    Calgary AB CA T2P 3H5,403-269-4400,ACTIVE,2012-03-12,,,,01,Not Eligible,
A69J,WCOG (CDN) OPERATIONS INC.,4604 Manitoba Rd SE    Calgary AB CA T2G 4B8,403-608-7602,STRUCK,2016-09-02,,,,01,Not Eligible,WCOG (CDN) 
A69K,2W LIVESTOCK EQUIPMENT LTD.,PO Box 430    Nanton AB CA T0L 1R0,403-646-2133,ACTIVE,2005-08-01,,,,01,Not Eligible,
A69L,SW RESOURCES ULC,21-8203 Silver Springs Rd NW    Calgary AB CA T3B 4K5,403-461-9181,STRUCK,2024-10-02,,,,01,Not Eligible,SW RESOURCES
A69M,AQUATERA UTILITIES INC.,11101 104 Ave    Grande Prairie AB CA T8V 8H6,780-830-7055,ACTIVE,2001-11-02,,,,01,Not Eligible,
A69N,BLACK EAGLE MINING CORPORATION,1111 WEST HASTINGS ST SUITE 905    VANCOUVER BC CA V6E 2J3,604-638-2545,ACTIVE,2019-10-15,,,,03,Limited Eligibility,BLK EAGLE MINING
A69P,WESTBROOK MARKETING LIMITED PARTNERSHIP,1700-250 2 St SW    Calgary AB CA T2P 0C1,403-232-6868,ACTIVE,2005-03-17,,,,01,Not Eligible,Elbow River
A69R,ATCO ENERGY INFRASTRUCTURE LTD.,909 11 AVE SW SUITE 800    CALGARY AB CA T2R 1N6,403-245-7106,AMALGAMATED,2013-01-16,0Z2W,ATCO NEXT ENERGY LTD.,2013-04-30,01,Not Eligible,AEIL
A69T,HIGHVALE OPERATING CORP.,300-1000 9 Ave SW    Calgary AB CA T2P 2Y6,403-262-4698,STRUCK,2019-11-05,,,,02,General Eligibility,HIGHVALE
A69W,BG SOLUTIONS LTD.,11105 Range Road 72    Cypress County AB CA T0K 1Z0,403-362-8771,ACTIVE,2021-05-18,,,,02,General Eligibility,BG SOLUTIONS
A69X,NIMARY RESOURCES LTD.,329 DOUGLASDALE POINT SE    CALGARY AB CA T2Z 3A3,403-720-7874,ACTIVE,2020-01-02,,,,01,Not Eligible,
A69Y,BISHOP LAW,240-4808 87 St NW    Edmonton AB CA T6E 5W3,780-468-1843,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A69Z,PENCO OIL AND GAS LTD.,845-401 9 Ave SW    Calgary AB CA T2P 3C5,403-457-2676,CONTINUED OUT/AMALGAMATED,2013-10-07,A5Y5,SOUTHERN ENERGY CORP.,2014-01-31,01,Not Eligible,
A6A0,EXTP PARTNERSHIP,1100-815 8 Ave SW    Calgary AB CA T2P 3P2,403-265-2885,ACTIVE,2001-10-17,,,,01,Not Eligible,
A6A1,OLDMAN POWER LP,633 ALBERT ST E    SAULT STE MARIE ON CA P6A 2K5,705-949-1033,ACTIVE,2012-03-28,,,,01,Not Eligible,Oldman Power LP
A6A2,SHEAR WIND INC.,305-15 Dartmouth Rd    Bedford NS CA B4A 3X6,902-444-7420,STRUCK,2014-04-02,,,,01,Not Eligible,
A6A3,"GREGG, ROBERT ESTATE OF",700 N DEVINE RD SUITE A    VANCOUVER WA US 986616964,999-999-9999,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6A4,NEUMEISTER LAWRENCE,11 Kirklees Rd    Sherwood Park AB CA T8A 5H1,780-449-9465,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6A5,1646658 ALBERTA LTD.,200-4723 1 St SW    Calgary AB CA T2G 4Y8,403-668-1575 Ext 414,ACTIVE,2011-12-14,,,,01,Not Eligible,
A6A6,FORT MCMURRAY AIRPORT AUTHORITY,100 300 SNOWBIRD WAY RR 1   FORT MCMURRAY AB CA T9H 0G3,780-793-8982,ACTIVE,2009-12-01,,,,03,Limited Eligibility,FMAA
A6A7,CARDINAL ENERGY LTD.,600-400 3 Ave SW    Calgary AB CA T2P 4H2,403-234-8681,ACTIVE,2010-12-21,,,,02,General Eligibility,CARDINAL
A6A8,KNOW HOW,"68 BERGaAMOT AVE, UNIT 421    ETOBICOKE ON CA M9W 1V8",647-932-8613,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6A9,DOERING ENVIRONMENTAL CONSULTING INC.,PO Box 1965    Beaverlodge AB CA T0H 0C0,999-999-9999,ACTIVE,2002-05-29,,,,01,Not Eligible,
A6AA,2292055 ONTARIO LTD.,65 QUEEN ST W SUITE 800 PO BOX 71   TORONTO ON CA M5H 2M5,416-861-1685,AMALGAMATED,2019-01-16,A844,EARTHRENEW STRATHMORE INC.,2019-04-30,01,Not Eligible,
A6AB,POINT TUPPER MARINE SERVICES,2330 NORTH LOOP 1604 W    SAN ANTONIO TX US 78248,210-918-2084,ACTIVE,1900-01-01,,,,01,Not Eligible,
A6AC,FORTITUDE ENERGY CORP.,520  5 AVE SW SUITE 2010    CALGARY AB CA T2P 3R7,403-605-3792,ACTIVE,2014-12-02,,,,01,Not Eligible,Fortitude Energy
A6AD,1687076 ALBERTA LTD.,75 BUFFALO RUB PL    AIRDRIE AB CA T1V 1P7,999-999-9999,DISSOLUTION/DISSOLVED,2018-06-29,,,,01,Not Eligible,
A6AE,PROFLO DESIGN (2012) INC.,64 BEARSPAW SUMMIT NW    CALGARY AB CA T3R 1B5,403-990-8871,ACTIVE,2012-06-30,,,,01,Not Eligible,
A6AF,CUSTOM UPSTREAM ENGINEERING INC.,608 7 ST SW SUITE 600    CALGARY AB CA T2P 1Z2,403-614-9049,STRUCK,2018-04-02,,,,01,Not Eligible,
A6AG,CRIMSON OIL & GAS LTD.,600-340 12 Ave SW    Calgary AB CA T2R 1L5,403-243-1160,ACTIVE,2023-12-02,,,,03,Limited Eligibility,SWORDENERGYCORP
A6AH,MUMMERS ENERGY INC.,700-330 5 Ave SW    Calgary AB CA T2P 0L4,403-237-0829,AMALGAMATED,2017-11-01,A6JM,L & C HOLDINGS LTD.,2018-02-28,01,Not Eligible,
A6AJ,THRESHOLD ENERGIES CORPORATION,13 Gilmore Cres    St. Albert AB CA T8N 1B2,780-459-9433,AMALGAMATED,2017-09-01,A7RN,KEDGE CORP.,2018-03-31,01,Not Eligible,
A6AK,CUTPICK ENERGY ULC,400 3 AVE SW SUITE 3700    CALGARY AB CA T2P 4H2,403-232-1508,DISSOLUTION/DISSOLVED,2015-12-30,,,,03,Limited Eligibility,
A6AL,CERTARUS LTD.,1250-555 4 Ave SW    Calgary AB CA T2P 3E7,403-974-6829,ACTIVE,2012-01-17,,,,03,Limited Eligibility,Certarus Ltd. 
A6AM,CARRICK PETROLEUM INC.,PO BOX 14022  RPO RICHMOND ROAD   CALGARY AB CA T3E 7Y7,403-263-5055,ACTIVE,2011-08-03,,,,02,General Eligibility,
A6AN,REGULATORY LAW CHAMBERS,601-888 4 Ave SW    Calgary AB CA T2P 0V2,403-532-7990,ACTIVE,2012-07-01,,,,01,Not Eligible,
A6AP,DARK WARRIOR RESOURCES LTD.,555 4 AVE SW SUITE 1000    CALGARY AB CA T2P 3E7,403-294-9490,ACTIVE,2012-06-13,,,,02,General Eligibility,DWARRIOR
A6AR,WEST VALLEY ENERGY CORP.,920-640 5 Ave SW    Calgary AB CA T2P 3G4,403-453-1929,AMALGAMATED,2015-01-01,A6Y2,COR4 OIL CORP.,2015-04-30,01,Not Eligible,
A6AT,INSITU POWER CORPORATION,5010 RICHARD RD SW SUITE 230    CALGARY AB CA T3E 6L1,403-463-4135,DISSOLUTION/DISSOLVED,2021-07-12,,,,01,Not Eligible,
A6AW,BRIDGEOIL CORPORATION,"19 WILDFLOWER HILL, RR 2    CALGARY AB CA T3Z 1C1",403-585-9737,DISSOLUTION/DISSOLVED,2024-08-20,,,,03,Limited Eligibility,
A6AX,CAITERRA INTERNATIONAL ENERGY CORPORATION,800-717 7 Ave SW    Calgary AB CA T2P 0Z3,587-353-3711,STRUCK,2024-01-02,,,,03,Limited Eligibility,
A6AY,AMPERAGE ENERGY INC.,BOX 11 SITE 13 RR2   COCHRANE AB CA T4C 1A2,403-932-4240,AMALGAMATED,2007-08-17,A7YT,AUREUS ENERGY SERVICES INC.,2020-04-30,01,Not Eligible,
A6AZ,REPSOL ENERGY CANADA LTD.,2001 TIMBERLOCH PLACE SUITE 3000    THE WOODLANDS TX US 77380,832-442-1153,AMALGAMATED,2019-02-06,0039,REPSOL OIL & GAS CANADA INC.,2019-05-31,01,Not Eligible,REC
A6B0,ORICAN ENERGY INC.,1020-540 5 Ave SW    Calgary AB CA T2P 0M2,403-261-2088,ACTIVE,2007-07-12,,,,01,Not Eligible,ORCN
A6B1,A.S. CHEUNG & ASSOCIATES LTD. ,28 DOUGLAS WOODS VIEW SE    CALGARY AB CA T2Z 2A2,403-236-4348,DISSOLUTION/DISSOLVED,2015-05-20,,,,01,Not Eligible,
A6B2,PIIKANI RESOURCE DEVELOPMENT LTD.,PO Box 3242    Brocket AB CA T0K 0H0,403-965-3092,ACTIVE,2013-09-03,,,,01,Not Eligible,
A6B3,S. ELLIOT CONSULTING LTD.,748 WILLAMETTE DR SE    CALGARY AB CA T2J 2A2,403-540-2740,DISSOLUTION/DISSOLVED,2024-11-29,,,,01,Not Eligible,
A6B4,BECKSTATE HOLDINGS INC.,159 Discovery Ridge Way SW    Calgary AB CA T3H 5G3,999-999-9999,ACTIVE,1998-10-13,,,,01,Not Eligible,
A6B5,INTEGRATED PRODUCTION SERVICES LTD.,2500-450 1 St SW    Calgary AB CA T2P 5H1,999-999-9999,ACTIVE,2012-07-31,,,,01,Not Eligible,
A6B6,1635388 ALBERTA LTD.,3 Cougar Ridge Link SW    Calgary AB CA T3H 5L4,403-606-3599,STRUCK,2016-04-02,,,,01,Not Eligible,
A6B7,DESIGNCORE ENGINEERING LTD. ,100-4723 1 St SW    Calgary AB CA T2G 4Y8,403-269-2125,ACTIVE,2006-11-01,,,,01,Not Eligible,
A6B8,COLONIAL ENERGY CAPITAL INC.,248 SILVER CREST DRIVE NW    CALGARY AB CA T3B 3A4,403-836-9877,ACTIVE,2023-01-24,,,,01,Not Eligible,COLONIAL ENERGY
A6B9,COHEN HIGHLEY LLP,255 QUEENS AVE SUITE F11    LONDON ON CA N6A 5R8,519-672-9330,ACTIVE,1900-01-01,,,,01,Not Eligible,
A6BA,PENTROLEUM ENERGY INC.,8 HERITAGE ISLE    HERITAGE POINT AB CA T1S 4J7,403-852-9546,DISSOLUTION/DISSOLVED,2024-09-30,,,,01,Not Eligible,
A6BB,CONSOL OF CANADA LLC,275 TECHNOLOGY DR SUITE 101    CANNONSBURG PA US 15317-9565,724-485-4382,ACTIVE,2020-09-02,,,,01,Not Eligible,
A6BC,1692656 ALBERTA LTD.,152 COPPERSTONE GROVE SE    CALGARY AB CA T2Z 4X8,403-809-8192,DISSOLUTION/DISSOLVED,2015-03-27,,,,01,Not Eligible,
A6BD,THOMPSON MITCHELL IRONWORKS INC.,5308 4 St SE    Calgary AB CA T2H 1K5,403-258-1010,STRUCK,2016-09-06,,,,01,Not Eligible,
A6BE,DACTOR EXPLORATION LTD.,132 BENNETT CRESCENT NW    CALGARY AB CA T2L 1R1,403-850-3671,STRUCK,2018-01-02,,,,01,Not Eligible,
A6BF,D'AILLY WOUTER ADRIAAN,PO BOX 988    OKOTOKS AB CA T1S 1B1,403-938-5803,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6BG,DEXTERRA GROUP INC.,9808 12 Ave SW    Edmonton AB CA T6X 0J5,780-830-7725,ACTIVE,2006-01-24,,,,01,Not Eligible,
A6BH,CONSERVE OIL POC GROWTH 3 PLUS LIMITED PARTNERSHIP,500-340 12 Ave SW    Calgary AB CA T2R 1L5,999-999-9999,DISSOLUTION/DISSOLVED,2013-08-30,,,,01,Not Eligible,
A6BJ,PETROCHINA INTERNATIONAL (CANADA) TRADING LTD.,1750-111 5 Ave SW    Calgary AB CA T2P 3Y6,403-264-5505,ACTIVE,2012-08-07,,,,01,Not Eligible,PCIC
A6BK,PETROCHINA INTERNATIONAL (AMERICA) INC.,ONE BRIAR LAKE PLAZA SUITE 800 2000 W SAM HOUSTON PKWY S   HOUSTON TX US 77042,832-325-7782,ACTIVE,1900-01-01,,,,01,Not Eligible,PCIA
A6BL,SW RESOURCES PARTNERSHIP,"2500, 237 4 AVENUE SW    CALGARY AB CA T2P 4K3",403-930-3475,ACTIVE,2012-04-16,,,,01,Not Eligible,
A6BM,TWIN BUTTE HOLDINGS LTD.,410-396 11 Ave SW    Calgary AB CA T2R 0C5,999-999-9999,AMALGAMATED,2012-08-29,A23L,TWIN BUTTE ENERGY LTD.,2012-11-30,01,Not Eligible,
A6BN,CONSERVE OIL POC GROWTH II LIMITED PARTNERSHIP,500-340 12 Ave SW    Calgary AB CA T2R 1L5,403-269-1633,DISSOLUTION/DISSOLVED,2013-08-30,,,,01,Not Eligible,
A6BP,RANA LAW,102-620 12 Ave SW    Calgary AB CA T2R 0H5,403-455-3673,ACTIVE,2011-02-01,,,,01,Not Eligible,
A6BR,OSTER CRAIG M,11-5405 44 St    Lloydminster AB CA T9V 0A9,780-808-9474,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6BT,AUX SABLE CANADA LP,2800-605 5 Ave SW    Calgary AB CA T2P 3H5,403-508-5870,ACTIVE,2000-07-01,,,,01,Not Eligible,
